Feature_1,Feature_2,Feature_3
8.974962748840191,8.698414164453329,8.887729969253291
10.083353123179021,9.183306052630284,9.90112904699176
8.880974598656003,9.550282725324648,8.93997776518699
10.283601503035404,9.96410572228511,10.576046886179789
9.770535197247906,9.781256423503843,9.9868986919136
10.787799540955788,10.769672703742128,10.889979321139343
11.51106595831537,10.763371444465667,11.218838952468015
11.002097479887274,11.018792237505897,10.819973811408303
9.866000937960434,8.742592707847942,9.371136051232495
11.150279207338269,10.759744524032477,10.88332250008269
10.253112746442515,10.908277143121758,10.072746502023397
10.598417724595674,10.261746262541623,9.977766131635818
10.219164880190998,10.939285961985767,11.235326882593831
9.076819646596013,8.876353414318999,9.053416361912912
9.420261758403045,9.442210373183194,9.474812122224153
11.824299169952795,11.702136336977281,10.900414340608371
10.845967087833474,10.729231199877617,11.244670515536347
10.775084988303611,10.59486755186623,11.125698933038109
8.828753935613635,9.600303916253724,9.340088696845397
9.671080325630577,8.778564703316801,9.22759323167411
8.56148996524192,8.423979646962282,9.63780202528999
9.826201509027074,9.876331150612545,10.088853508653486
10.150884750025808,10.626209611693737,9.973699895570805
9.220020839609822,8.612662218054545,9.042150202458384
11.1651123707746,11.328824063997796,11.758717193061578
10.333568861819561,10.183672031691374,9.971933715416542
9.511148876443222,10.285199372068956,9.903869840736746
10.738682930294413,10.233571274130385,9.856283163685177
9.022805249958834,9.107436911545303,9.611387370565012
11.262621443453533,10.610127331909071,11.31483384149698
10.58135379084708,10.631828858292286,9.790855989138693
10.130453208896848,9.499554569445879,10.369610807682761
9.367630593195107,8.883890182324539,9.106956925628761
10.478212199798058,11.267869019532016,11.146639298438739
10.260080471183464,9.960329654488246,10.738654798419066
9.729443079176292,10.720376173164325,9.983936819742263
10.350944916230269,9.911614330468135,10.010754335597813
8.640612807283585,9.011272462947652,8.99635240134232
10.676602558842724,10.799297182566185,11.36616084708083
10.542255143521981,10.16537396128948,10.750718325023227
11.249139972939,10.572951828246962,10.943048205991483
9.217319211614555,9.019544028130282,9.016236676481553
10.108182730311935,9.979904756220344,9.904420781253435
10.865301889322184,9.8768887060188,10.087660131065576
11.732583506341742,11.471776048288515,10.812329739158118
11.63440672645814,10.50487380046926,11.853213349862507
9.779110782287612,10.253172727102204,10.081169208340519
9.04783214736566,8.610772423647377,9.478628600665797
10.20706360818765,9.709702474738613,10.074706705790831
11.074581725907771,10.735285414092644,11.34097333391849
9.483346492237256,9.409625010324586,9.237010779680473
10.297305637609085,10.068346175251177,9.926406665458929
10.74195209815795,11.144558242203365,11.615214626586388
10.15778085695132,9.831606207671895,10.115909942758565
9.739265556879136,10.018959468526566,9.65583465388642
9.050230581388616,8.930771270286453,9.006231619032587
10.720109796802966,11.08559196429369,10.955068780123668
10.07862191060463,10.412737815787453,9.405775850785211
9.92922110900238,9.680681102184618,9.44827230879419
9.120477617351968,10.176005780021333,9.799178310258956
9.651358649251415,8.848348903605006,8.918567855959056
10.15296389847362,10.066580883285223,10.19698050560326
8.951620740556887,9.16781297756281,8.64500312887916
11.103020156289105,10.970221633693534,10.232491513880383
8.541461842792526,9.121054186095613,8.698289659992257
9.925251342335457,9.82410757669033,10.578791153741493
10.170183024713985,9.613209542748315,9.980915457543208
9.194600657530481,9.025789765924047,8.209813373458452
9.589393880235576,10.05318786965875,9.719951674024331
10.75931735510824,11.740911273803576,10.994601110104826
9.890910572100932,8.921245342823372,9.978282053392876
8.822687099523396,8.64607891438924,8.930821576030631
11.079623878229388,10.759913249136481,11.027920833996008
10.007367351675821,10.670574924910113,10.130770949505665
11.192988966097275,10.91061488586966,11.285600197636837
11.215564017473863,10.585101538269418,10.923864528766556
10.421261141333162,9.984177938457337,10.27260027894905
10.192403692694686,10.089553609711652,9.683810217821875
10.257089103947017,10.531661012052972,10.078608467880589
10.115667457563127,10.982120055964359,9.744904006299473
9.20313430251585,9.215318431619853,9.42900293492392
10.55286359641501,10.259483955035858,9.933152767873258
9.835249213551013,9.804957510371002,9.826976724872152
11.330166539595211,11.325403854400255,11.522191522861732
10.436602740768985,10.498434076999052,9.170643907036741
10.974928361090731,11.382056928200495,10.605709581465783
10.334276844826057,9.548117258136953,10.211921671166113
9.63253922140632,9.598343693299173,9.69288097395835
11.092901478864402,11.117228989319473,10.714259432789452
9.128679122478406,8.73276381854278,9.39681693981461
10.394061110125655,10.82139401917319,11.34255951772939
10.1885873428544,10.752809798590013,10.538168018461992
11.750468335686355,11.38016953527442,10.769238537735038
8.661215460672668,8.603443060217478,8.138643954558514
10.421456718643135,9.620240444467223,11.052952825934955
8.558564273113692,9.071957660461392,9.55680091453784
10.71907461073981,10.256337144506803,9.771528404086881
11.746309804457903,11.189533168364715,10.52347860111894
8.933151314485436,9.11303198019532,8.90052354952658
11.160684688839577,11.276057596684446,10.839511811245666
9.829247572021032,9.595158249895933,9.338057331253692
10.995101290861234,10.641098251405667,11.030321823277491
11.046269853717144,11.47171887362553,11.027007392564043
9.926039145422804,9.790910791792385,10.419603690334755
9.718262523782895,9.436615481454576,9.377348330590438
11.228356204277267,11.45422625607224,11.38160070539728
10.575078514509558,11.189436972254073,10.632230306306479
9.443273126695006,8.584037629149787,9.245109562025029
9.72720630080088,9.599351996042033,9.887559882845618
10.69086991418497,10.905272557303997,10.805854580868358
9.159689249042112,9.258878375881096,8.806725415080251
9.093514364716299,8.377641741518548,9.132352092885784
11.631685126202957,11.306973891661164,10.81221024562602
10.467112824663923,10.101768337320486,10.13504106483008
9.688678109839074,10.078338102039073,9.608650888953987
10.810021875535618,10.738668306970515,11.706181696112438
11.52285710171297,10.35700670617551,11.073853543412921
8.95550957546052,8.638436943414083,8.705788022964093
9.85007167698016,10.284383987281396,10.177705324594417
9.86292496236786,9.851423653601683,9.436995322112871
9.771701482500209,9.667057770758309,10.188566222554561
11.07874449434765,11.295386631998165,11.068547312475989
10.97618985757528,9.70349306397237,10.590244943466285
9.775013289642294,10.252963095622208,10.389021779850692
9.896163459454558,9.398742818752758,9.901702774365623
9.004141047937352,8.475265507059936,8.57395453476985
9.198272755189041,9.06016756205743,9.14598440098649
11.089636992724166,11.005036960312719,11.039070439419532
9.30366206412106,8.769395839709313,7.963583083142036
9.608494513687077,9.822282695969555,10.15092019721794
8.939012065447782,9.283243470675437,9.382680926717834
10.106820106347703,10.355852318249374,10.03291359571017
9.005875277891679,8.686040674767105,9.259312173537543
9.02385214796807,8.74122528891777,9.279289325445436
10.318647024257938,10.977780920441353,11.153626179575722
8.7444153009242,8.470764082637,9.656806064054548
9.271170348535708,8.804835436741719,9.862923285306202
9.654403692128074,10.019408651177931,9.667619953435585
8.508956873945204,9.238960027939942,9.28046909692436
11.09798662844349,10.797222729851548,10.811584677752672
