Feature_1,Feature_2
0.943776493178891,1.2463802743294001
0.9214885452456015,1.099753601957191
0.9302727350360939,1.0054317176832948
0.9351646522963901,1.337223408470649
0.9069570037925788,1.08425585099474
1.019400724927061,1.106938923443241
0.9402354728538463,1.3404893736114316
0.8894223298163165,1.2078552376997838
1.1783440155511131,0.9716677694666936
0.9175500468364394,0.9236285610968705
1.0545587779006738,1.1486493808451952
0.9092680561928297,1.0927765456857932
0.9419189301065306,1.0397260465038598
0.9443338409911752,1.1530545132641248
0.9797969551004495,1.1618484628912829
1.0870195199170165,1.0249016644071294
0.999299057189572,1.008127495414226
0.9429284183898715,1.0626256079745746
1.0407421169961215,1.0214532316825833
1.075119576741945,1.3365933900125406
1.1070912169662517,1.1111149462231165
1.0368894458885942,1.2380720870130089
0.893753586348044,1.1800060451962162
0.9115574107423813,1.364377778302569
1.0618064984190025,1.2499733704892444
0.8269250102568363,1.0599615290105637
0.8611749028623287,1.2264137020630526
1.0068465745499635,1.25149002122831
0.9485247602416025,1.106749422260712
0.9527912057572334,1.1425316180139498
1.0396972771289643,1.0493835356657626
0.839555580668771,1.2570951364694278
1.1027907978634348,1.2715483877317364
0.8796809654731463,1.3259133528031228
1.0323658101009536,1.362456747002063
1.0376780810703137,1.0807802719245436
0.8828988124005864,1.1974031983085143
1.0918889646539298,0.9999853464297106
1.1431113537503927,1.1301212928176931
0.9502427481900143,1.0750757133729483
1.0569266938076587,1.1858509096196257
0.9506850737084799,1.0316354992322103
0.9520945781253266,1.1496959175902015
1.0322997127041953,1.4054202481384734
1.0755959105587807,0.945360986299088
1.0412379597608339,1.0594401572825423
1.0027789204971354,1.3173372473394582
0.9803954737890374,1.0780159526773327
1.0636907767691803,1.1047831618912358
1.0721183445725067,1.1214597599107774
0.9430092059350416,1.1857922695073104
1.153721983323207,0.9692080674891528
1.2042022378875556,1.1813325494558298
1.003858349737388,1.1311111059559054
0.7151312756123493,1.2206963659206547
0.9935658061447151,0.9907899260607883
1.0298880731709414,1.2283558804339385
0.9164019216491938,0.9869856870730638
0.9889122271745777,1.1731762331094167
1.0397814371326533,1.1911660632160719
0.850558879902811,1.0216856066572884
1.0216068641685376,1.1329975234317815
1.057212770258536,1.0456702547923291
1.0241140493638217,0.9868630870323549
1.0452838452348303,0.9351976824142186
1.129353356211663,1.1353817172561171
0.9493144198963019,1.2508973159705832
0.8849442348256731,1.1813053519770507
1.103074874596674,1.0693855022153582
0.9092130686374722,1.0599595360513832
1.0022894605410022,1.1250175809374197
0.9382224478922802,1.0659006673329858
1.1695002878425549,1.3308449729931542
1.0457939791331923,1.0639933049270272
1.007337801976699,1.4063184201294767
0.9361800453093705,1.030035657338066
0.9227787870406192,1.2046028646744535
0.9339563368410817,1.0839000624089623
0.880143361642073,0.9924647676636054
1.0224748375834158,1.0598663222013767
1.0604225315862765,1.1048795990718363
0.9211364270438456,1.1522256225005534
0.9324104228031618,1.332719004229748
1.2395321228911758,1.036334020756128
1.063634606729621,1.162945771409952
0.8944979545296121,1.2167587467912804
0.982549269849807,1.144338045713227
1.089363067867472,1.2811255594842286
0.9707809124742313,0.8674175176059157
0.8351087974682248,1.0729830265563465
1.029089102935496,1.025475133675166
1.1170737550792795,1.259983676076162
1.0092064251588295,1.0303417480305646
0.8568213335109008,1.3348689028954455
0.9736253237414035,1.237622640268138
1.1310705700049808,0.9554859784538726
1.0319395481410263,1.165570251633917
0.9549563528111848,1.0958784012835134
1.0083814550074626,1.0841701214564756
1.036330060497227,0.9862552414773292
0.9001075454908688,0.9748814825382787
1.169826874328412,1.0148402728722623
1.1585394637093651,1.1499746644109168
0.9533961507201999,1.092781097900279
0.9994353980735897,1.0262738166640775
1.0958826932153125,1.148480408352879
1.0689892735615032,1.030808437740462
1.1178323062512778,1.011655465378418
1.116174208329088,0.9288469124969915
0.9476053930396348,1.0788271455235718
0.9312358151848708,1.0676945279422638
0.7753506893767532,1.1176671846400308
1.1275942750470924,1.1289032058276696
0.9404044985878683,0.9922757608961517
